stop1,stop2,transporte1,transporte2,mean_time_diff
QUINTANA,QUINTANA,urban,metro,170.59413947027917
REPUBLICA ARGENTINA,REPUBLICA ARGENTINA,urban,metro,212.99054831127452
RETIRO,RETIRO,urban,metro,194.8666594830908
RIOS ROSAS,RIOS ROSAS,urban,metro,186.1882666411522
RONDA DE LA COMUNICACION,RONDA DE LA COMUNICACION,urban,metro,203.7708388725497
RUBEN DARIO,RUBEN DARIO,urban,metro,198.6113360218956
SAINZ DE BARANDA,SAINZ DE BARANDA,urban,metro,244.418664877145
SAN BERNARDO,SAN BERNARDO,urban,metro,102.94119071011023
SAN BLAS,SAN BLAS,urban,metro,209.9334529447324
SAN CIPRIANO,SAN CIPRIANO,urban,metro,185.677181147574
SAN CRISTOBAL,SAN CRISTOBAL,urban,metro,218.993450000744
SAN FERMIN-ORCASUR,SAN FERMIN-ORCASUR,urban,metro,236.55639422871943
SAN FRANCISCO,SAN FRANCISCO,urban,metro,220.1261297963585
SAN LORENZO,SAN LORENZO,urban,metro,219.21864838265216
SANTIAGO BERNABEU,SANTIAGO BERNABEU,urban,metro,237.9675657066166
SANTO DOMINGO,SANTO DOMINGO,urban,metro,57.37284901854541
SERRANO,SERRANO,urban,metro,129.22972536313284
SEVILLA,SEVILLA,urban,metro,84.50784603893098
SIERRA DE GUADALUPE,SIERRA DE GUADALUPE,urban,metro,182.4570675435984
SIMANCAS,SIMANCAS,urban,metro,287.6209323699379
SOL,SOL,urban,metro,183.377157120878
SUANZES,SUANZES,urban,metro,284.35149227220114
TETUAN,TETUAN,urban,metro,196.84883943005488
TIRSO DE MOLINA,TIRSO DE MOLINA,urban,metro,134.41924919769028
TORRE ARIAS,TORRE ARIAS,urban,metro,259.5936575597622
TRES OLIVOS,TRES OLIVOS,urban,metro,222.37597208151325
TRIBUNAL,TRIBUNAL,urban,metro,103.18145401878022
URGEL,URGEL,urban,metro,172.5075999109599
USERA,USERA,urban,metro,301.1315534465379
VALDEACEDERAS,VALDEACEDERAS,urban,metro,190.5563921877884
VALDEBERNARDO,VALDEBERNARDO,urban,metro,249.25516410483945
VALDECARROS,VALDECARROS,urban,metro,209.4495465616561
VALDEZARZA,VALDEZARZA,urban,metro,252.3475216599484
VELAZQUEZ,VELAZQUEZ,urban,metro,125.3512962248762
VENTAS,VENTAS,urban,metro,166.44560754514274
VENTILLA,VENTILLA,urban,metro,240.3285743617025
VENTURA RODRIGUEZ,VENTURA RODRIGUEZ,urban,metro,177.90403625735792
VICALVARO,VICALVARO,urban,metro,244.4232675061673
VICENTE ALEIXANDRE,VICENTE ALEIXANDRE,urban,metro,194.7206216844671
VILLA DE VALLECAS,VILLA DE VALLECAS,urban,metro,180.18887941328944
VILLAVERDE ALTO,VILLAVERDE ALTO,urban,metro,256.9615239291988
VILLAVERDE BAJO CRUCE,VILLAVERDE BAJO CRUCE,urban,metro,241.2302996800842
VINATEROS,VINATEROS,urban,metro,260.54517250046587
VISTA ALEGRE,VISTA ALEGRE,urban,metro,245.2965066735353
